"Gemeinde","Längengrad_Gemeinde","Breitengrad_Gemeinde","state","Hauptstadt","Längengrad","Breitengrad"
"GLEINA",11.718901,51.257442,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"KARSDORF",11.652332,51.279783,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"NEBRA (UNSTRUT)",11.577753,51.288914,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"ECKARTSBERGA",11.561354,51.122573,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"GOSECK",11.870477,51.19643,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"STOESSEN",11.92285,51.114032,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"HOHENMOELSEN",12.099931,51.156134,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"TEUCHERN",12.022043,51.118406,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"KRETZSCHAU",12.071959,51.054601,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"OSTERFELD",11.932485,51.080735,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"WETTERZEUBE",12.013142,51.006688,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"ZOERBIG",12.122711,51.62858,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"BAD SCHMIEDEBERG",12.732596,51.683995,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"PROBSTZELLA",11.380298,50.531837,"Thuringia","Erfurt",11.0287364,50.9777974
"LEUTENBERG",11.456972,50.562982,"Thuringia","Erfurt",11.0287364,50.9777974
"WURZBACH",11.536895,50.463722,"Thuringia","Erfurt",11.0287364,50.9777974
"LEHESTEN",11.448099,50.475717,"Thuringia","Erfurt",11.0287364,50.9777974
"BLANKENBERG",11.716119,50.404971,"Thuringia","Erfurt",11.0287364,50.9777974
"REMPTENDORF",11.660537,50.528378,"Thuringia","Erfurt",11.0287364,50.9777974
"LANGENORLA",11.577882,50.740303,"Thuringia","Erfurt",11.0287364,50.9777974
"OPPURG",11.651114,50.709724,"Thuringia","Erfurt",11.0287364,50.9777974
"RANIS",11.565512,50.660924,"Thuringia","Erfurt",11.0287364,50.9777974
"REMDA TEICHEL",11.228445,50.759341,"Thuringia","Erfurt",11.0287364,50.9777974
"BAD BLANKENBURG",11.261585,50.68475,"Thuringia","Erfurt",11.0287364,50.9777974
"SAALFELDER HOEHE",11.308231,50.593372,"Thuringia","Erfurt",11.0287364,50.9777974
"BRAHMENAU",12.157549,50.921512,"Thuringia","Erfurt",11.0287364,50.9777974
"HIRSCHFELD1",12.186665,50.941856,"Thuringia","Erfurt",11.0287364,50.9777974
"POELZIG",12.198635,50.95249,"Thuringia","Erfurt",11.0287364,50.9777974
"HARTH POELLNITZ",11.957738,50.756945,"Thuringia","Erfurt",11.0287364,50.9777974
"WUENSCHENDORF/ELSTER",12.095107,50.794806,"Thuringia","Erfurt",11.0287364,50.9777974
"WEIDA",12.061416,50.773341,"Thuringia","Erfurt",11.0287364,50.9777974
"RONNEBURG",12.184789,50.863458,"Thuringia","Erfurt",11.0287364,50.9777974
"RUECKERSDORF1",12.220647,50.821344,"Thuringia","Erfurt",11.0287364,50.9777974
"SEELINGSTAEDT",12.240671,50.772418,"Thuringia","Erfurt",11.0287364,50.9777974
"GROSSENSTEIN",12.196776,50.902019,"Thuringia","Erfurt",11.0287364,50.9777974
"KRAFTSDORF",11.914386,50.876388,"Thuringia","Erfurt",11.0287364,50.9777974
"BAD KOESTRITZ",12.010908,50.930222,"Thuringia","Erfurt",11.0287364,50.9777974
"CROSSEN AN DER ELSTER",11.979425,50.976379,"Thuringia","Erfurt",11.0287364,50.9777974
"BUERGEL",11.759303,50.942415,"Thuringia","Erfurt",11.0287364,50.9777974
"MERTENDORF1",11.786716,50.992094,"Thuringia","Erfurt",11.0287364,50.9777974
"REICHENBACH",11.882379,50.870528,"Thuringia","Erfurt",11.0287364,50.9777974
"ST.GANGLOFF",11.894266,50.855249,"Thuringia","Erfurt",11.0287364,50.9777974
"BAD KLOSTERLAUSNITZ",11.867215,50.916378,"Thuringia","Erfurt",11.0287364,50.9777974
"TAUTENHAIN",11.915874,50.92528,"Thuringia","Erfurt",11.0287364,50.9777974
"WEISSENBORN",11.882869,50.923374,"Thuringia","Erfurt",11.0287364,50.9777974
"STADTRODA",11.7275,50.857878,"Thuringia","Erfurt",11.0287364,50.9777974
"SCHLOEBEN",11.69093,50.892175,"Thuringia","Erfurt",11.0287364,50.9777974
"ROTHENSTEIN",11.603008,50.849184,"Thuringia","Erfurt",11.0287364,50.9777974
"ORLAMUENDE",11.520178,50.774292,"Thuringia","Erfurt",11.0287364,50.9777974
"FRAUENPRIESSNITZ",11.736114,51.016759,"Thuringia","Erfurt",11.0287364,50.9777974
"LEHESTEN1",11.57889,50.981211,"Thuringia","Erfurt",11.0287364,50.9777974
"TRIPTIS",11.865099,50.734783,"Thuringia","Erfurt",11.0287364,50.9777974
"SCHLEIZ",11.807287,50.577418,"Thuringia","Erfurt",11.0287364,50.9777974
"OETTERSDORF",11.818541,50.599671,"Thuringia","Erfurt",11.0287364,50.9777974
"TANNA",11.856569,50.493599,"Thuringia","Erfurt",11.0287364,50.9777974
"HIRSCHBERG",11.818713,50.406073,"Thuringia","Erfurt",11.0287364,50.9777974
"SAALBURG EBERSDORF",11.667196,50.484541,"Thuringia","Erfurt",11.0287364,50.9777974
"LANGENWETZENDORF",12.092413,50.680673,"Thuringia","Erfurt",11.0287364,50.9777974
"HOHENLEUBEN",12.051165,50.711787,"Thuringia","Erfurt",11.0287364,50.9777974
"ELSTERBERG",12.169477,50.608182,"Saxony","Dresden",13.7381437,51.0493286
"HARTMANNSDORF B. KIRCHBERG",12.547335,50.595343,"Saxony","Dresden",13.7381437,51.0493286
"KIRCHBERG",12.525992,50.62301,"Saxony","Dresden",13.7381437,51.0493286
"HARTENSTEIN",12.670997,50.661991,"Saxony","Dresden",13.7381437,51.0493286
"WILDENFELS",12.608715,50.668616,"Saxony","Dresden",13.7381437,51.0493286
"HIRSCHFELD2",12.459731,50.625377,"Saxony","Dresden",13.7381437,51.0493286
"CRINITZBERG",12.528415,50.565361,"Saxony","Dresden",13.7381437,51.0493286
"FALKENSTEIN/VOGTL.",12.370054,50.476123,"Saxony","Dresden",13.7381437,51.0493286
"NEUSTADT/VOGTL.",12.332177,50.460414,"Saxony","Dresden",13.7381437,51.0493286
"WERDA",12.304045,50.438303,"Saxony","Dresden",13.7381437,51.0493286
"TREUEN",12.307471,50.54268,"Saxony","Dresden",13.7381437,51.0493286
"ELLEFELD",12.391257,50.48394,"Saxony","Dresden",13.7381437,51.0493286
"BERGEN",12.276051,50.470932,"Saxony","Dresden",13.7381437,51.0493286
"KLINGENTHAL",12.469861,50.358646,"Saxony","Dresden",13.7381437,51.0493286
"MARKNEUKIRCHEN",12.328041,50.311884,"Saxony","Dresden",13.7381437,51.0493286
"SCHOENECK/VOGTL.",12.331151,50.394727,"Saxony","Dresden",13.7381437,51.0493286
"LOESSNITZ",12.732369,50.622709,"Saxony","Dresden",13.7381437,51.0493286
"BAD SCHLEMA",12.682933,50.61039,"Saxony","Dresden",13.7381437,51.0493286
"SCHOENHEIDE",12.530147,50.502954,"Saxony","Dresden",13.7381437,51.0493286
"ZSCHORLAU",12.651278,50.569581,"Saxony","Dresden",13.7381437,51.0493286
"BOCKAU",12.684835,50.541775,"Saxony","Dresden",13.7381437,51.0493286
"STUETZENGRUEN",12.526673,50.533915,"Saxony","Dresden",13.7381437,51.0493286
"JOHANNGEORGENSTADT",12.721689,50.429487,"Saxony","Dresden",13.7381437,51.0493286
"RASCHAU MARKERSBACH",12.830031,50.53085,"Saxony","Dresden",13.7381437,51.0493286
"REMSE",12.567813,50.854562,"Saxony","Dresden",13.7381437,51.0493286
"DENNHERITZ",12.460898,50.815499,"Saxony","Dresden",13.7381437,51.0493286
"SCHOENBERG",12.491538,50.8672,"Saxony","Dresden",13.7381437,51.0493286
"OBERWIERA",12.536763,50.892077,"Saxony","Dresden",13.7381437,51.0493286
"WALDENBURG",12.602857,50.874527,"Saxony","Dresden",13.7381437,51.0493286
"FRAUREUTH",12.355719,50.703472,"Saxony","Dresden",13.7381437,51.0493286
"LANGENBERNSDORF",12.324565,50.754918,"Saxony","Dresden",13.7381437,51.0493286
"NEUKIRCHEN/PLEISSE",12.381676,50.791537,"Saxony","Dresden",13.7381437,51.0493286
"HEINSDORFERGRUND",12.366175,50.620787,"Saxony","Dresden",13.7381437,51.0493286
"LENGENFELD",12.36572,50.569303,"Saxony","Dresden",13.7381437,51.0493286
"LIMBACH",12.251439,50.582281,"Saxony","Dresden",13.7381437,51.0493286
"NETZSCHKAU",12.248219,50.612651,"Saxony","Dresden",13.7381437,51.0493286
"NEUMARK",12.355396,50.657197,"Saxony","Dresden",13.7381437,51.0493286
"WEISCHLITZ",12.057782,50.447551,"Saxony","Dresden",13.7381437,51.0493286
"THEUMA",12.220922,50.471616,"Saxony","Dresden",13.7381437,51.0493286
"BOESENBRUNN",12.100476,50.39717,"Saxony","Dresden",13.7381437,51.0493286
"TRIEBEL/VOGTL.",12.121273,50.370698,"Saxony","Dresden",13.7381437,51.0493286
"TIRPERSDORF",12.25539,50.434717,"Saxony","Dresden",13.7381437,51.0493286
"ADORF/VOGTL.",12.256069,50.320622,"Saxony","Dresden",13.7381437,51.0493286
"EICHIGT",12.173805,50.349408,"Saxony","Dresden",13.7381437,51.0493286
"MUEHLENTAL",12.266965,50.37198,"Saxony","Dresden",13.7381437,51.0493286
"BAD ELSTER",12.238262,50.282643,"Saxony","Dresden",13.7381437,51.0493286
"BURKHARDTSDORF",12.929936,50.734171,"Saxony","Dresden",13.7381437,51.0493286
"MUEHLAU",12.759914,50.900744,"Saxony","Dresden",13.7381437,51.0493286
"LICHTENAU",12.978527,50.904606,"Saxony","Dresden",13.7381437,51.0493286
"TAURA",12.840631,50.918303,"Saxony","Dresden",13.7381437,51.0493286
"ERLAU",12.931193,51.006513,"Saxony","Dresden",13.7381437,51.0493286
"WECHSELBURG",12.774976,51.004312,"Saxony","Dresden",13.7381437,51.0493286
"KOENIGSFELD",12.755705,51.063053,"Saxony","Dresden",13.7381437,51.0493286
"ROCHLITZ",12.799334,51.045679,"Saxony","Dresden",13.7381437,51.0493286
"PENIG",12.706022,50.933482,"Saxony","Dresden",13.7381437,51.0493286
"GERINGSWALDE",12.903355,51.076992,"Saxony","Dresden",13.7381437,51.0493286
"LUNZENAU",12.754155,50.95988,"Saxony","Dresden",13.7381437,51.0493286
"CALLENBERG",12.637568,50.845071,"Saxony","Dresden",13.7381437,51.0493286
"GERSDORF",12.70763,50.757804,"Saxony","Dresden",13.7381437,51.0493286
"ST. EGIDIEN",12.620489,50.7854,"Saxony","Dresden",13.7381437,51.0493286
"NIEDERDORF",12.786017,50.726686,"Saxony","Dresden",13.7381437,51.0493286
"LUGAU/ERZGEB.",12.746491,50.739952,"Saxony","Dresden",13.7381437,51.0493286
"GORNSDORF",12.885072,50.708997,"Saxony","Dresden",13.7381437,51.0493286
"AUERBACH",12.914707,50.685786,"Saxony","Dresden",13.7381437,51.0493286
"HOHNDORF",12.669884,50.746869,"Saxony","Dresden",13.7381437,51.0493286
"NIEDERWUERSCHNITZ",12.755475,50.722415,"Saxony","Dresden",13.7381437,51.0493286
"GORNAU/ERZGEB.",13.043355,50.758952,"Saxony","Dresden",13.7381437,51.0493286
"ZSCHOPAU",13.072274,50.747744,"Saxony","Dresden",13.7381437,51.0493286
"THUM",12.951245,50.670506,"Saxony","Dresden",13.7381437,51.0493286
"GELENAU/ERZGEB.",12.966024,50.711352,"Saxony","Dresden",13.7381437,51.0493286
"EHRENFRIEDERSDORF",12.969994,50.646799,"Saxony","Dresden",13.7381437,51.0493286
"WOLKENSTEIN",13.067596,50.65634,"Saxony","Dresden",13.7381437,51.0493286
"DREBACH",13.018927,50.674606,"Saxony","Dresden",13.7381437,51.0493286
"BOERNICHEN/ERZGEB.",13.14174,50.7499,"Saxony","Dresden",13.7381437,51.0493286
"MILDENAU",13.068688,50.59659,"Saxony","Dresden",13.7381437,51.0493286
"GEYER",12.924195,50.623705,"Saxony","Dresden",13.7381437,51.0493286
"TANNENBERG",12.950266,50.604862,"Saxony","Dresden",13.7381437,51.0493286
"BAERENSTEIN",13.028733,50.499583,"Saxony","Dresden",13.7381437,51.0493286
"KOENIGSWALDE",13.045934,50.546776,"Saxony","Dresden",13.7381437,51.0493286
"CROTTENDORF",12.936978,50.511355,"Saxony","Dresden",13.7381437,51.0493286
"SCHEIBENBERG",12.912503,50.54137,"Saxony","Dresden",13.7381437,51.0493286
"ELTERLEIN",12.868758,50.576954,"Saxony","Dresden",13.7381437,51.0493286
"OBERWIESENTHAL, KURORT",12.969165,50.419392,"Saxony","Dresden",13.7381437,51.0493286
"BERKHOLZ MEYENBURG",14.211613,53.057677,"Brandenburg","Potsdam",13.0591397,52.4009309
"PASSOW",14.110544,53.141952,"Brandenburg","Potsdam",13.0591397,52.4009309
"GARTZ (ODER)",14.388886,53.2087,"Brandenburg","Potsdam",13.0591397,52.4009309
"BIRKENWERDER",13.282792,52.688528,"Brandenburg","Potsdam",13.0591397,52.4009309
"LIEBENWALDE",13.393076,52.871681,"Brandenburg","Potsdam",13.0591397,52.4009309
"KREMMEN",13.026328,52.76282,"Brandenburg","Potsdam",13.0591397,52.4009309
"LEEGEBRUCH",13.193664,52.723649,"Brandenburg","Potsdam",13.0591397,52.4009309
"LOEWENBERGER LAND",13.153285,52.896651,"Brandenburg","Potsdam",13.0591397,52.4009309
"GRANSEE",13.158176,53.007024,"Brandenburg","Potsdam",13.0591397,52.4009309
"GROSSWOLTERSDORF",13.096307,53.069534,"Brandenburg","Potsdam",13.0591397,52.4009309
"SONNENBERG",13.088633,53.019253,"Brandenburg","Potsdam",13.0591397,52.4009309
"STECHLIN",13.05065,53.102905,"Brandenburg","Potsdam",13.0591397,52.4009309
"FUERSTENBERG/HAVEL",13.145303,53.184686,"Brandenburg","Potsdam",13.0591397,52.4009309
"MAERKISCH LINDEN",12.708379,52.918014,"Brandenburg","Potsdam",13.0591397,52.4009309
"RHEINSBERG",12.892207,53.099024,"Brandenburg","Potsdam",13.0591397,52.4009309
"FEHRBELLIN",12.764153,52.813492,"Brandenburg","Potsdam",13.0591397,52.4009309
"DREETZ",12.459731,52.802908,"Brandenburg","Potsdam",13.0591397,52.4009309
"ZERNITZ LOHM",12.3167,52.860796,"Brandenburg","Potsdam",13.0591397,52.4009309
"TEMNITZTAL",12.629868,52.877321,"Brandenburg","Potsdam",13.0591397,52.4009309
"KYRITZ",12.396931,52.940717,"Brandenburg","Potsdam",13.0591397,52.4009309
"GUMTOW",12.250211,52.978437,"Brandenburg","Potsdam",13.0591397,52.4009309
"WUSTERHAUSEN/DOSSE",12.462,52.891156,"Brandenburg","Potsdam",13.0591397,52.4009309
"HEILIGENGRABE",12.364917,53.145062,"Brandenburg","Potsdam",13.0591397,52.4009309
"GROSS PANKOW (PRIGNITZ)",12.055363,53.118372,"Brandenburg","Potsdam",13.0591397,52.4009309
"BRUNN",13.372507,53.670857,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"NEUENKIRCHEN",13.370182,53.597509,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"NEVERIN",13.338452,53.619149,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"TROLLENHAGEN",13.290378,53.605947,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"WULKENZIN",13.168469,53.5456,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"ALTENTREPTOW",13.252613,53.693838,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BUROW",13.273035,53.772725,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"ROSENOW",13.036318,53.627786,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BURG STARGARD",13.310132,53.495316,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GROSS NEMEROW",13.224305,53.47317,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"HOLLDORF",13.272109,53.465463,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LINDETAL",13.443551,53.485573,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"FRIEDLAND1",13.55012,53.669394,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"DATZETAL",13.492971,53.679046,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GALENBECK",13.705727,53.621041,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"SCHOENFELD1",12.95682,53.852214,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LOITZ",13.129572,53.973646,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"JARMEN",13.340233,53.924079,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"TUTOW",13.242592,53.918969,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GIELOW",12.74792,53.696542,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"NEUKALEN",12.790764,53.822436,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"DARGUN",12.855452,53.897029,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"JOERDENSTORF",12.613701,53.877142,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BEHREN LUEBCHIN",12.664874,54.02899,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GNOIEN",12.710326,53.968941,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"KLINK",12.621414,53.478795,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GRABOWHOEFE",12.594231,53.569758,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"FUENFSEEN",12.392639,53.389037,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"MALCHOW",12.423356,53.475132,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"PENZLIN",13.087659,53.505303,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"MOELLENHAGEN",12.9241,53.522842,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BLANKENSEE",13.264627,53.406514,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"CARPIN",13.24319,53.356299,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"RECHLIN",12.723413,53.332276,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"MIROW",12.815475,53.274554,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"FELDBERGER SEENLANDSCHAFT",13.439741,53.335556,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BOITZENBURGER LAND",13.607102,53.264349,"Brandenburg","Potsdam",13.0591397,52.4009309
"MILMERSDORF",13.641293,53.111703,"Brandenburg","Potsdam",13.0591397,52.4009309
"LYCHEN",13.315316,53.210926,"Brandenburg","Potsdam",13.0591397,52.4009309
"NORDWESTUCKERMARK",13.707767,53.331298,"Brandenburg","Potsdam",13.0591397,52.4009309
"SCHOENFELD2",13.985899,53.414757,"Brandenburg","Potsdam",13.0591397,52.4009309
"GRAMZOW",14.006976,53.210716,"Brandenburg","Potsdam",13.0591397,52.4009309
"OBERUCKERSEE",13.840199,53.217306,"Brandenburg","Potsdam",13.0591397,52.4009309
"RANDOWTAL",14.101115,53.29826,"Brandenburg","Potsdam",13.0591397,52.4009309
"UCKERFELDE",13.983346,53.237783,"Brandenburg","Potsdam",13.0591397,52.4009309
"PASEWALK",13.990282,53.505112,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"JATZNICK",13.939446,53.580841,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"ROLLWITZ",13.977457,53.47244,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"VIERECK",14.040951,53.550412,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LOECKNITZ",14.212351,53.4533,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BLANKENSEE1",14.306909,53.511736,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BRUESSOW",14.126496,53.39961,"Brandenburg","Potsdam",13.0591397,52.4009309
"PENKUN",14.23566,53.297789,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"STRASBURG (UCKERMARK)",13.744259,53.506373,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"WOLDEGK",13.58319,53.459087,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GROSS MILTZOW",13.594998,53.535637,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"TORGELOW",14.010657,53.629595,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"EGGESIN",14.081578,53.68022,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"UECKERMUENDE",14.046489,53.736513,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"FERDINANDSHOF",13.888951,53.664787,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"NEUENKIRCHEN1",13.568927,53.800528,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"SPANTEKOW",13.520425,53.779015,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"HERINGSDORF",14.156445,53.956918,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BENZ",14.07031,53.940693,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LASSAN",13.845043,53.945625,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"KARLSHAGEN",13.830634,54.114157,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"TRASSENHEIDE",13.862318,54.086968,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"KOSEROW",13.999692,54.049406,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LODDIN",14.006635,54.023088,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"UECKERITZ",14.046749,54.013567,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GROSS KIESOW",13.476549,54.012228,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"KARLSBURG",13.608866,53.971711,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"ZUESSOW",13.546049,53.981577,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"DERSEKOW",13.292466,54.046054,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"HINRICHSHAGEN",13.32391,54.066754,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"MESEKENHAGEN",13.316622,54.149733,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"NEUENKIRCHEN2",13.374534,54.120382,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"WACKEROW",13.344511,54.104712,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"WEITENHAGEN",13.410717,54.054095,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"HANSHAGEN",13.542309,54.046024,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"KEMNITZ",13.533193,54.075684,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LUBMIN",13.613919,54.135129,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"WUSTERHUSEN",13.616257,54.115003,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"POELCHOW",12.094378,54.009645,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"ZIESENDORF",12.038635,53.993843,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LAMBRECHTSHAGEN",12.015425,54.102241,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"ELMENHORST/LICHTENHAGEN",12.015869,54.155412,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BENTWISCH",12.203506,54.113684,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BLANKENHAGEN",12.340627,54.170895,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GELBENSANDE",12.302493,54.202135,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"MOENCHHAGEN",12.226247,54.147623,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"ROEVERSHAGEN",12.241374,54.173634,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BRODERSTORF",12.257953,54.0819,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"TESSIN",12.463248,54.028634,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"DUMMERSTORF",12.226774,54.017364,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"KRITZMOW",12.0523,54.05311,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"STAEBELOW",12.020973,54.040371,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"RETSCHOW",11.875228,54.045973,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"ADMANNSHAGEN BARGESHAGEN",11.984106,54.111554,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"NIENHAGEN",11.952838,54.160638,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BASTORF",11.697671,54.125959,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"NEUBUKOW",11.673184,54.032344,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BIENDORF",11.700348,54.074807,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"CARINERLAND",11.708623,54.012406,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"KROEPELIN",11.796062,54.071022,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"SATOW",11.894345,53.988631,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BERNITT",11.890659,53.9023,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"BUETZOW",11.984565,53.847738,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"JUERGENSHAGEN",11.89606,53.95359,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"DREETZ1",11.968113,53.785755,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"TARNOW",12.016993,53.778985,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"WARNOW",11.881668,53.784681,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"SCHWAAN",12.112737,53.939469,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GUELZOW PRUEZEN",12.067109,53.820011,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"GUTOW",12.134937,53.75921,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LOHMEN1",12.094615,53.682653,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LUESSOW",12.143124,53.838762,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"MUEHL ROSIN",12.207027,53.760638,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
"LALENDORF",12.387568,53.756899,"Mecklenburg-Vorpommern","Schwerin",11.4148038,53.6288297
